"year","country","region","religion","population"
2040,Caribbean Netherlands,Latin America-Caribbean,Other Religions,0.0
2040,Caribbean Netherlands,Latin America-Caribbean,Judaism,0.0
2050,Afghanistan,Asia-Pacific,Christianity,70000.0
2050,Afghanistan,Asia-Pacific,Islam,72190000
2050,Afghanistan,Asia-Pacific,Unaffiliated Religions,20000.0
2050,Afghanistan,Asia-Pacific,Hinduism,30000.0
2050,Afghanistan,Asia-Pacific,Buddhism,20000.0
2050,Afghanistan,Asia-Pacific,Folk Religions,0.0
2050,Afghanistan,Asia-Pacific,Other Religions,60000.0
2050,Afghanistan,Asia-Pacific,Judaism,0.0
2050,Albania,Europe,Christianity,380000.0
2050,Albania,Europe,Islam,2420000.0
2050,Albania,Europe,Unaffiliated Religions,10000.0
2050,Albania,Europe,Hinduism,0.0
2050,Albania,Europe,Buddhism,0.0
2050,Albania,Europe,Folk Religions,0.0
2050,Albania,Europe,Other Religions,0.0
2050,Albania,Europe,Judaism,0.0
2050,Algeria,Middle East-North Africa,Christianity,70000.0
2050,Algeria,Middle East-North Africa,Islam,45620000
2050,Algeria,Middle East-North Africa,Unaffiliated Religions,850000.0
2050,Algeria,Middle East-North Africa,Hinduism,0.0
2050,Algeria,Middle East-North Africa,Buddhism,0.0
2050,Algeria,Middle East-North Africa,Folk Religions,10000.0
2050,Algeria,Middle East-North Africa,Other Religions,0.0
2050,Algeria,Middle East-North Africa,Judaism,0.0
2050,American Samoa,Asia-Pacific,Christianity,60000.0
2050,American Samoa,Asia-Pacific,Islam,0.0
2050,American Samoa,Asia-Pacific,Unaffiliated Religions,0.0
2050,American Samoa,Asia-Pacific,Hinduism,0.0
2050,American Samoa,Asia-Pacific,Buddhism,0.0
2050,American Samoa,Asia-Pacific,Folk Religions,0.0
2050,American Samoa,Asia-Pacific,Other Religions,0.0
2050,American Samoa,Asia-Pacific,Judaism,0.0
2050,Andorra,Europe,Christianity,90000.0
2050,Andorra,Europe,Islam,0.0
2050,Andorra,Europe,Unaffiliated Religions,0.0
2050,Andorra,Europe,Hinduism,0.0
2050,Andorra,Europe,Buddhism,0.0
2050,Andorra,Europe,Folk Religions,0.0
2050,Andorra,Europe,Other Religions,0.0
2050,Andorra,Europe,Judaism,0.0
2050,Angola,Sub-Saharan Africa,Christianity,37550000
2050,Angola,Sub-Saharan Africa,Islam,80000.0
2050,Angola,Sub-Saharan Africa,Unaffiliated Religions,2150000.0
2050,Angola,Sub-Saharan Africa,Hinduism,0.0
2050,Angola,Sub-Saharan Africa,Buddhism,0.0
2050,Angola,Sub-Saharan Africa,Folk Religions,1690000.0
2050,Angola,Sub-Saharan Africa,Other Religions,0.0
2050,Angola,Sub-Saharan Africa,Judaism,0.0
2050,Anguilla,Latin America-Caribbean,Christianity,10000.0
2050,Anguilla,Latin America-Caribbean,Islam,0.0
2050,Anguilla,Latin America-Caribbean,Unaffiliated Religions,0.0
2050,Anguilla,Latin America-Caribbean,Hinduism,0.0
2050,Anguilla,Latin America-Caribbean,Buddhism,0.0
2050,Anguilla,Latin America-Caribbean,Folk Religions,0.0
2050,Anguilla,Latin America-Caribbean,Other Religions,0.0
2050,Anguilla,Latin America-Caribbean,Judaism,0.0
2050,Antigua and Barbuda,Latin America-Caribbean,Christianity,110000.0
2050,Antigua and Barbuda,Latin America-Caribbean,Islam,0.0
2050,Antigua and Barbuda,Latin America-Caribbean,Unaffiliated Religions,0.0
2050,Antigua and Barbuda,Latin America-Caribbean,Hinduism,0.0
2050,Antigua and Barbuda,Latin America-Caribbean,Buddhism,0.0
2050,Antigua and Barbuda,Latin America-Caribbean,Folk Religions,0.0
2050,Antigua and Barbuda,Latin America-Caribbean,Other Religions,0.0
2050,Antigua and Barbuda,Latin America-Caribbean,Judaism,0.0
2050,Argentina,Latin America-Caribbean,Christianity,43220000
2050,Argentina,Latin America-Caribbean,Islam,370000.0
2050,Argentina,Latin America-Caribbean,Unaffiliated Religions,5720000.0
2050,Argentina,Latin America-Caribbean,Hinduism,0.0
2050,Argentina,Latin America-Caribbean,Buddhism,20000.0
2050,Argentina,Latin America-Caribbean,Folk Religions,290000.0
2050,Argentina,Latin America-Caribbean,Other Religions,110000.0
2050,Argentina,Latin America-Caribbean,Judaism,170000.0
2050,Armenia,Asia-Pacific,Christianity,3140000.0
2050,Armenia,Asia-Pacific,Islam,40000.0
2050,Armenia,Asia-Pacific,Unaffiliated Religions,40000.0
2050,Armenia,Asia-Pacific,Hinduism,0.0
2050,Armenia,Asia-Pacific,Buddhism,0.0
2050,Armenia,Asia-Pacific,Folk Religions,0.0
2050,Armenia,Asia-Pacific,Other Religions,0.0
2050,Armenia,Asia-Pacific,Judaism,0.0
2050,Aruba,Latin America-Caribbean,Christianity,90000.0
2050,Aruba,Latin America-Caribbean,Islam,0.0
2050,Aruba,Latin America-Caribbean,Unaffiliated Religions,0.0
2050,Aruba,Latin America-Caribbean,Hinduism,0.0
2050,Aruba,Latin America-Caribbean,Buddhism,0.0
2050,Aruba,Latin America-Caribbean,Folk Religions,0.0
2050,Aruba,Latin America-Caribbean,Other Religions,0.0
2050,Aruba,Latin America-Caribbean,Judaism,0.0
2050,Australia,Asia-Pacific,Christianity,13700000
2050,Australia,Asia-Pacific,Islam,1420000.0
2050,Australia,Asia-Pacific,Unaffiliated Religions,11780000
2050,Australia,Asia-Pacific,Hinduism,660000.0
2050,Australia,Asia-Pacific,Buddhism,890000.0
2050,Australia,Asia-Pacific,Folk Religions,250000.0
2050,Australia,Asia-Pacific,Other Religions,280000.0
2050,Australia,Asia-Pacific,Judaism,150000.0
2050,Austria,Europe,Christianity,6140000.0
2050,Austria,Europe,Islam,750000.0
2050,Austria,Europe,Unaffiliated Religions,1460000.0
2050,Austria,Europe,Hinduism,20000.0
2050,Austria,Europe,Buddhism,40000.0
2050,Austria,Europe,Folk Religions,20000.0
2050,Austria,Europe,Other Religions,20000.0
2050,Austria,Europe,Judaism,20000.0
2050,Azerbaijan,Asia-Pacific,Christianity,210000.0
2050,Azerbaijan,Asia-Pacific,Islam,11080000
2050,Azerbaijan,Asia-Pacific,Unaffiliated Religions,10000.0
2050,Azerbaijan,Asia-Pacific,Hinduism,0.0
2050,Azerbaijan,Asia-Pacific,Buddhism,0.0
2050,Azerbaijan,Asia-Pacific,Folk Religions,0.0
2050,Azerbaijan,Asia-Pacific,Other Religions,0.0
2050,Azerbaijan,Asia-Pacific,Judaism,0.0
2050,Bahamas,Latin America-Caribbean,Christianity,400000.0
2050,Bahamas,Latin America-Caribbean,Islam,0.0
2050,Bahamas,Latin America-Caribbean,Unaffiliated Religions,10000.0
2050,Bahamas,Latin America-Caribbean,Hinduism,0.0
2050,Bahamas,Latin America-Caribbean,Buddhism,0.0
2050,Bahamas,Latin America-Caribbean,Folk Religions,0.0
2050,Bahamas,Latin America-Caribbean,Other Religions,0.0
2050,Bahamas,Latin America-Caribbean,Judaism,0.0
2050,Bahrain,Middle East-North Africa,Christianity,220000.0
2050,Bahrain,Middle East-North Africa,Islam,1260000.0
2050,Bahrain,Middle East-North Africa,Unaffiliated Religions,40000.0
2050,Bahrain,Middle East-North Africa,Hinduism,190000.0
2050,Bahrain,Middle East-North Africa,Buddhism,70000.0
2050,Bahrain,Middle East-North Africa,Folk Religions,0.0
2050,Bahrain,Middle East-North Africa,Other Religions,0.0
2050,Bahrain,Middle East-North Africa,Judaism,0.0
2050,Bangladesh,Asia-Pacific,Christianity,650000.0
2050,Bangladesh,Asia-Pacific,Islam,182360000
2050,Bangladesh,Asia-Pacific,Unaffiliated Religions,0.0
2050,Bangladesh,Asia-Pacific,Hinduism,14470000
2050,Bangladesh,Asia-Pacific,Buddhism,1200000.0
2050,Bangladesh,Asia-Pacific,Folk Religions,130000.0
2050,Bangladesh,Asia-Pacific,Other Religions,130000.0
2050,Bangladesh,Asia-Pacific,Judaism,0.0
2050,Barbados,Latin America-Caribbean,Christianity,250000.0
2050,Barbados,Latin America-Caribbean,Islam,0.0
2050,Barbados,Latin America-Caribbean,Unaffiliated Religions,0.0
2050,Barbados,Latin America-Caribbean,Hinduism,0.0
2050,Barbados,Latin America-Caribbean,Buddhism,0.0
2050,Barbados,Latin America-Caribbean,Folk Religions,0.0
2050,Barbados,Latin America-Caribbean,Other Religions,0.0
2050,Barbados,Latin America-Caribbean,Judaism,0.0
2050,Belarus,Europe,Christianity,6060000.0
2050,Belarus,Europe,Islam,200000.0
2050,Belarus,Europe,Unaffiliated Religions,2230000.0
2050,Belarus,Europe,Hinduism,0.0
2050,Belarus,Europe,Buddhism,0.0
2050,Belarus,Europe,Folk Religions,0.0
2050,Belarus,Europe,Other Religions,0.0
2050,Belarus,Europe,Judaism,0.0
2050,Belgium,Europe,Christianity,5870000.0
2050,Belgium,Europe,Islam,1310000.0
2050,Belgium,Europe,Unaffiliated Religions,3740000.0
2050,Belgium,Europe,Hinduism,40000.0
2050,Belgium,Europe,Buddhism,60000.0
2050,Belgium,Europe,Folk Religions,50000.0
2050,Belgium,Europe,Other Religions,20000.0
2050,Belgium,Europe,Judaism,30000.0
2050,Belize,Latin America-Caribbean,Christianity,470000.0
2050,Belize,Latin America-Caribbean,Islam,0.0
2050,Belize,Latin America-Caribbean,Unaffiliated Religions,50000.0
2050,Belize,Latin America-Caribbean,Hinduism,0.0
2050,Belize,Latin America-Caribbean,Buddhism,0.0
2050,Belize,Latin America-Caribbean,Folk Religions,0.0
2050,Belize,Latin America-Caribbean,Other Religions,0.0
2050,Belize,Latin America-Caribbean,Judaism,0.0
2050,Benin,Sub-Saharan Africa,Christianity,10450000
2050,Benin,Sub-Saharan Africa,Islam,5880000.0
2050,Benin,Sub-Saharan Africa,Unaffiliated Religions,1240000.0
2050,Benin,Sub-Saharan Africa,Hinduism,0.0
2050,Benin,Sub-Saharan Africa,Buddhism,0.0
2050,Benin,Sub-Saharan Africa,Folk Religions,3960000.0
2050,Benin,Sub-Saharan Africa,Other Religions,0.0
2050,Benin,Sub-Saharan Africa,Judaism,0.0
2050,Bermuda,North America,Christianity,50000.0
2050,Bermuda,North America,Islam,0.0
2050,Bermuda,North America,Unaffiliated Religions,10000.0
2050,Bermuda,North America,Hinduism,0.0
2050,Bermuda,North America,Buddhism,0.0
2050,Bermuda,North America,Folk Religions,0.0
2050,Bermuda,North America,Other Religions,0.0
2050,Bermuda,North America,Judaism,0.0
2050,Bhutan,Asia-Pacific,Christianity,0.0
2050,Bhutan,Asia-Pacific,Islam,0.0
2050,Bhutan,Asia-Pacific,Unaffiliated Religions,0.0
2050,Bhutan,Asia-Pacific,Hinduism,220000.0
2050,Bhutan,Asia-Pacific,Buddhism,740000.0
2050,Bhutan,Asia-Pacific,Folk Religions,20000.0
2050,Bhutan,Asia-Pacific,Other Religions,0.0
2050,Bhutan,Asia-Pacific,Judaism,0.0
2050,Bolivia,Latin America-Caribbean,Christianity,16010000
2050,Bolivia,Latin America-Caribbean,Islam,0.0
2050,Bolivia,Latin America-Caribbean,Unaffiliated Religions,690000.0
2050,Bolivia,Latin America-Caribbean,Hinduism,0.0
2050,Bolivia,Latin America-Caribbean,Buddhism,10000.0
2050,Bolivia,Latin America-Caribbean,Folk Religions,130000.0
2050,Bolivia,Latin America-Caribbean,Other Religions,140000.0
2050,Bolivia,Latin America-Caribbean,Judaism,0.0
2050,Bosnia and Herzegovina,Europe,Christianity,1270000.0
2050,Bosnia and Herzegovina,Europe,Islam,1290000.0
2050,Bosnia and Herzegovina,Europe,Unaffiliated Religions,50000.0
2050,Bosnia and Herzegovina,Europe,Hinduism,0.0
2050,Bosnia and Herzegovina,Europe,Buddhism,0.0
2050,Bosnia and Herzegovina,Europe,Folk Religions,0.0
2050,Bosnia and Herzegovina,Europe,Other Religions,0.0
2050,Bosnia and Herzegovina,Europe,Judaism,0.0
2050,Botswana,Sub-Saharan Africa,Christianity,2250000.0
2050,Botswana,Sub-Saharan Africa,Islam,50000.0
2050,Botswana,Sub-Saharan Africa,Unaffiliated Religions,320000.0
2050,Botswana,Sub-Saharan Africa,Hinduism,0.0
2050,Botswana,Sub-Saharan Africa,Buddhism,0.0
2050,Botswana,Sub-Saharan Africa,Folk Religions,50000.0
2050,Botswana,Sub-Saharan Africa,Other Religions,10000.0
2050,Botswana,Sub-Saharan Africa,Judaism,0.0
2050,Brazil,Latin America-Caribbean,Christianity,192640000
2050,Brazil,Latin America-Caribbean,Islam,50000.0
2050,Brazil,Latin America-Caribbean,Unaffiliated Religions,20740000
2050,Brazil,Latin America-Caribbean,Hinduism,0.0
2050,Brazil,Latin America-Caribbean,Buddhism,220000.0
2050,Brazil,Latin America-Caribbean,Folk Religions,9000000.0
2050,Brazil,Latin America-Caribbean,Other Religions,280000.0
2050,Brazil,Latin America-Caribbean,Judaism,90000.0
2050,British Virgin Islands,Latin America-Caribbean,Christianity,30000.0
2050,British Virgin Islands,Latin America-Caribbean,Islam,0.0
2050,British Virgin Islands,Latin America-Caribbean,Unaffiliated Religions,0.0
2050,British Virgin Islands,Latin America-Caribbean,Hinduism,0.0
2050,British Virgin Islands,Latin America-Caribbean,Buddhism,0.0
2050,British Virgin Islands,Latin America-Caribbean,Folk Religions,0.0
2050,British Virgin Islands,Latin America-Caribbean,Other Religions,0.0
2050,British Virgin Islands,Latin America-Caribbean,Judaism,0.0
2050,Brunei,Asia-Pacific,Christianity,50000.0
2050,Brunei,Asia-Pacific,Islam,380000.0
2050,Brunei,Asia-Pacific,Unaffiliated Religions,0.0
2050,Brunei,Asia-Pacific,Hinduism,0.0
2050,Brunei,Asia-Pacific,Buddhism,40000.0
2050,Brunei,Asia-Pacific,Folk Religions,30000.0
2050,Brunei,Asia-Pacific,Other Religions,0.0
2050,Brunei,Asia-Pacific,Judaism,0.0
2050,Bulgaria,Europe,Christianity,4080000.0
2050,Bulgaria,Europe,Islam,770000.0
2050,Bulgaria,Europe,Unaffiliated Religions,320000.0
2050,Bulgaria,Europe,Hinduism,0.0
2050,Bulgaria,Europe,Buddhism,0.0
2050,Bulgaria,Europe,Folk Religions,0.0
2050,Bulgaria,Europe,Other Religions,0.0
2050,Bulgaria,Europe,Judaism,0.0
2050,Burkina Faso,Sub-Saharan Africa,Christianity,9610000.0
2050,Burkina Faso,Sub-Saharan Africa,Islam,32200000
2050,Burkina Faso,Sub-Saharan Africa,Unaffiliated Religions,320000.0
2050,Burkina Faso,Sub-Saharan Africa,Hinduism,0.0
2050,Burkina Faso,Sub-Saharan Africa,Buddhism,0.0
2050,Burkina Faso,Sub-Saharan Africa,Folk Religions,7720000.0
2050,Burkina Faso,Sub-Saharan Africa,Other Religions,0.0
2050,Burkina Faso,Sub-Saharan Africa,Judaism,0.0
2050,Burundi,Sub-Saharan Africa,Christianity,12490000
2050,Burundi,Sub-Saharan Africa,Islam,440000.0
2050,Burundi,Sub-Saharan Africa,Unaffiliated Religions,0.0
2050,Burundi,Sub-Saharan Africa,Hinduism,0.0
2050,Burundi,Sub-Saharan Africa,Buddhism,0.0
2050,Burundi,Sub-Saharan Africa,Folk Religions,870000.0
2050,Burundi,Sub-Saharan Africa,Other Religions,0.0
2050,Burundi,Sub-Saharan Africa,Judaism,0.0
2050,Cambodia,Asia-Pacific,Christianity,70000.0
2050,Cambodia,Asia-Pacific,Islam,410000.0
2050,Cambodia,Asia-Pacific,Unaffiliated Religions,40000.0
2050,Cambodia,Asia-Pacific,Hinduism,0.0
2050,Cambodia,Asia-Pacific,Buddhism,19090000
2050,Cambodia,Asia-Pacific,Folk Religions,120000.0
2050,Cambodia,Asia-Pacific,Other Religions,0.0
2050,Cambodia,Asia-Pacific,Judaism,0.0
2050,Cameroon,Sub-Saharan Africa,Christianity,25820000
2050,Cameroon,Sub-Saharan Africa,Islam,8410000.0
2050,Cameroon,Sub-Saharan Africa,Unaffiliated Religions,1750000.0
2050,Cameroon,Sub-Saharan Africa,Hinduism,0.0
2050,Cameroon,Sub-Saharan Africa,Buddhism,0.0
2050,Cameroon,Sub-Saharan Africa,Folk Religions,1180000.0
2050,Cameroon,Sub-Saharan Africa,Other Religions,1030000.0
2050,Cameroon,Sub-Saharan Africa,Judaism,0.0
2050,Canada,North America,Christianity,24640000
2050,Canada,North America,Islam,2260000.0
2050,Canada,North America,Unaffiliated Religions,10470000
2050,Canada,North America,Hinduism,1070000.0
2050,Canada,North America,Buddhism,600000.0
2050,Canada,North America,Folk Religions,570000.0
2050,Canada,North America,Other Religions,780000.0
2050,Canada,North America,Judaism,560000.0
2050,Cape Verde,Sub-Saharan Africa,Christianity,650000.0
2050,Cape Verde,Sub-Saharan Africa,Islam,0.0
2050,Cape Verde,Sub-Saharan Africa,Unaffiliated Religions,60000.0
2050,Cape Verde,Sub-Saharan Africa,Hinduism,0.0
2050,Cape Verde,Sub-Saharan Africa,Buddhism,0.0
2050,Cape Verde,Sub-Saharan Africa,Folk Religions,0.0
2050,Cape Verde,Sub-Saharan Africa,Other Religions,0.0
2050,Cape Verde,Sub-Saharan Africa,Judaism,0.0
2050,Cayman Islands,Latin America-Caribbean,Christianity,60000.0
2050,Cayman Islands,Latin America-Caribbean,Islam,0.0
2050,Cayman Islands,Latin America-Caribbean,Unaffiliated Religions,0.0
2050,Cayman Islands,Latin America-Caribbean,Hinduism,0.0
2050,Cayman Islands,Latin America-Caribbean,Buddhism,0.0
2050,Cayman Islands,Latin America-Caribbean,Folk Religions,0.0
2050,Cayman Islands,Latin America-Caribbean,Other Religions,0.0
2050,Cayman Islands,Latin America-Caribbean,Judaism,0.0
2050,Central African Republic,Sub-Saharan Africa,Christianity,7560000.0
2050,Central African Republic,Sub-Saharan Africa,Islam,860000.0
2050,Central African Republic,Sub-Saharan Africa,Unaffiliated Religions,80000.0
2050,Central African Republic,Sub-Saharan Africa,Hinduism,0.0
2050,Central African Republic,Sub-Saharan Africa,Buddhism,0.0
2050,Central African Republic,Sub-Saharan Africa,Folk Religions,90000.0
2050,Central African Republic,Sub-Saharan Africa,Other Religions,0.0
2050,Central African Republic,Sub-Saharan Africa,Judaism,0.0
2050,Chad,Sub-Saharan Africa,Christianity,11790000
2050,Chad,Sub-Saharan Africa,Islam,14900000
2050,Chad,Sub-Saharan Africa,Unaffiliated Religions,520000.0
2050,Chad,Sub-Saharan Africa,Hinduism,0.0
2050,Chad,Sub-Saharan Africa,Buddhism,0.0
2050,Chad,Sub-Saharan Africa,Folk Religions,360000.0
2050,Chad,Sub-Saharan Africa,Other Religions,40000.0
2050,Chad,Sub-Saharan Africa,Judaism,0.0
2050,Channel Islands,Europe,Christianity,120000.0
2050,Channel Islands,Europe,Islam,0.0
2050,Channel Islands,Europe,Unaffiliated Religions,20000.0
2050,Channel Islands,Europe,Hinduism,0.0
2050,Channel Islands,Europe,Buddhism,0.0
2050,Channel Islands,Europe,Folk Religions,0.0
2050,Channel Islands,Europe,Other Religions,0.0
2050,Channel Islands,Europe,Judaism,0.0
2050,Chile,Latin America-Caribbean,Christianity,17330000
2050,Chile,Latin America-Caribbean,Islam,20000.0
2050,Chile,Latin America-Caribbean,Unaffiliated Religions,2420000.0
2050,Chile,Latin America-Caribbean,Hinduism,0.0
2050,Chile,Latin America-Caribbean,Buddhism,10000.0
2050,Chile,Latin America-Caribbean,Folk Religions,260000.0
2050,Chile,Latin America-Caribbean,Other Religions,40000.0
2050,Chile,Latin America-Caribbean,Judaism,30000.0
2050,China,Asia-Pacific,Christianity,70800000
2050,China,Asia-Pacific,Islam,35290000
2050,China,Asia-Pacific,Unaffiliated Religions,663080000
2050,China,Asia-Pacific,Hinduism,50000.0
2050,China,Asia-Pacific,Buddhism,241580000
2050,China,Asia-Pacific,Folk Religions,284950000
2050,China,Asia-Pacific,Other Religions,9250000.0
2050,China,Asia-Pacific,Judaism,0.0
2050,Colombia,Latin America-Caribbean,Christianity,56560000
2050,Colombia,Latin America-Caribbean,Islam,20000.0
2050,Colombia,Latin America-Caribbean,Unaffiliated Religions,4430000.0
2050,Colombia,Latin America-Caribbean,Hinduism,0.0
2050,Colombia,Latin America-Caribbean,Buddhism,0.0
2050,Colombia,Latin America-Caribbean,Folk Religions,530000.0
2050,Colombia,Latin America-Caribbean,Other Religions,50000.0
2050,Colombia,Latin America-Caribbean,Judaism,0.0
2050,Comoros,Sub-Saharan Africa,Christianity,0.0
2050,Comoros,Sub-Saharan Africa,Islam,1800000.0
2050,Comoros,Sub-Saharan Africa,Unaffiliated Religions,0.0
2050,Comoros,Sub-Saharan Africa,Hinduism,0.0
2050,Comoros,Sub-Saharan Africa,Buddhism,0.0
2050,Comoros,Sub-Saharan Africa,Folk Religions,20000.0
2050,Comoros,Sub-Saharan Africa,Other Religions,0.0
2050,Comoros,Sub-Saharan Africa,Judaism,0.0
2050,Congo,Sub-Saharan Africa,Christianity,8100000.0
2050,Congo,Sub-Saharan Africa,Islam,100000.0
2050,Congo,Sub-Saharan Africa,Unaffiliated Religions,680000.0
2050,Congo,Sub-Saharan Africa,Hinduism,0.0
2050,Congo,Sub-Saharan Africa,Buddhism,0.0
2050,Congo,Sub-Saharan Africa,Folk Religions,250000.0
2050,Congo,Sub-Saharan Africa,Other Religions,90000.0
2050,Congo,Sub-Saharan Africa,Judaism,0.0
2050,The Democratic Republic of Congo,Sub-Saharan Africa,Christianity,141790000
2050,The Democratic Republic of Congo,Sub-Saharan Africa,Islam,2490000.0
2050,The Democratic Republic of Congo,Sub-Saharan Africa,Unaffiliated Religions,2490000.0
2050,The Democratic Republic of Congo,Sub-Saharan Africa,Hinduism,80000.0
2050,The Democratic Republic of Congo,Sub-Saharan Africa,Buddhism,0.0
2050,The Democratic Republic of Congo,Sub-Saharan Africa,Folk Religions,1080000.0
2050,The Democratic Republic of Congo,Sub-Saharan Africa,Other Religions,190000.0
2050,The Democratic Republic of Congo,Sub-Saharan Africa,Judaism,0.0
2050,Cook Islands,Asia-Pacific,Christianity,20000.0
2050,Cook Islands,Asia-Pacific,Islam,0.0
2050,Cook Islands,Asia-Pacific,Unaffiliated Religions,0.0
2050,Cook Islands,Asia-Pacific,Hinduism,0.0
2050,Cook Islands,Asia-Pacific,Buddhism,0.0
2050,Cook Islands,Asia-Pacific,Folk Religions,0.0
2050,Cook Islands,Asia-Pacific,Other Religions,0.0
2050,Cook Islands,Asia-Pacific,Judaism,0.0
2050,Costa Rica,Latin America-Caribbean,Christianity,5720000.0
2050,Costa Rica,Latin America-Caribbean,Islam,0.0
2050,Costa Rica,Latin America-Caribbean,Unaffiliated Religions,530000.0
2050,Costa Rica,Latin America-Caribbean,Hinduism,0.0
2050,Costa Rica,Latin America-Caribbean,Buddhism,0.0
2050,Costa Rica,Latin America-Caribbean,Folk Religions,60000.0
2050,Costa Rica,Latin America-Caribbean,Other Religions,20000.0
2050,Costa Rica,Latin America-Caribbean,Judaism,0.0
2050,Ivory Coast,Sub-Saharan Africa,Christianity,16490000
2050,Ivory Coast,Sub-Saharan Africa,Islam,14820000
2050,Ivory Coast,Sub-Saharan Africa,Unaffiliated Religions,3550000.0
2050,Ivory Coast,Sub-Saharan Africa,Hinduism,0.0
2050,Ivory Coast,Sub-Saharan Africa,Buddhism,20000.0
2050,Ivory Coast,Sub-Saharan Africa,Folk Religions,4770000.0
2050,Ivory Coast,Sub-Saharan Africa,Other Religions,80000.0
2050,Ivory Coast,Sub-Saharan Africa,Judaism,0.0
2050,Croatia,Europe,Christianity,3520000.0
2050,Croatia,Europe,Islam,70000.0
2050,Croatia,Europe,Unaffiliated Religions,160000.0
2050,Croatia,Europe,Hinduism,0.0
2050,Croatia,Europe,Buddhism,0.0
2050,Croatia,Europe,Folk Religions,0.0
2050,Croatia,Europe,Other Religions,0.0
2050,Croatia,Europe,Judaism,0.0
2050,Cuba,Latin America-Caribbean,Christianity,5580000.0
2050,Cuba,Latin America-Caribbean,Islam,0.0
2050,Cuba,Latin America-Caribbean,Unaffiliated Religions,2270000.0
2050,Cuba,Latin America-Caribbean,Hinduism,20000.0
2050,Cuba,Latin America-Caribbean,Buddhism,0.0
2050,Cuba,Latin America-Caribbean,Folk Religions,1770000.0
2050,Cuba,Latin America-Caribbean,Other Religions,0.0
2050,Cuba,Latin America-Caribbean,Judaism,0.0
2050,Cyprus,Asia-Pacific,Christianity,990000.0
2050,Cyprus,Asia-Pacific,Islam,360000.0
2050,Cyprus,Asia-Pacific,Unaffiliated Religions,50000.0
2050,Cyprus,Asia-Pacific,Hinduism,10000.0
2050,Cyprus,Asia-Pacific,Buddhism,20000.0
2050,Cyprus,Asia-Pacific,Folk Religions,0.0
2050,Cyprus,Asia-Pacific,Other Religions,0.0
2050,Cyprus,Asia-Pacific,Judaism,0.0
2050,Czech Republic,Europe,Christianity,1820000.0
2050,Czech Republic,Europe,Islam,100000.0
2050,Czech Republic,Europe,Unaffiliated Religions,7700000.0
2050,Czech Republic,Europe,Hinduism,0.0
2050,Czech Republic,Europe,Buddhism,60000.0
2050,Czech Republic,Europe,Folk Religions,70000.0
2050,Czech Republic,Europe,Other Religions,0.0
2050,Czech Republic,Europe,Judaism,0.0
2050,Denmark,Europe,Christianity,4570000.0
2050,Denmark,Europe,Islam,500000.0
2050,Denmark,Europe,Unaffiliated Religions,640000.0
2050,Denmark,Europe,Hinduism,50000.0
2050,Denmark,Europe,Buddhism,50000.0
2050,Denmark,Europe,Folk Religions,0.0
2050,Denmark,Europe,Other Religions,0.0
2050,Denmark,Europe,Judaism,0.0
2050,Djibouti,Sub-Saharan Africa,Christianity,40000.0
2050,Djibouti,Sub-Saharan Africa,Islam,1500000.0
2050,Djibouti,Sub-Saharan Africa,Unaffiliated Religions,0.0
2050,Djibouti,Sub-Saharan Africa,Hinduism,0.0
2050,Djibouti,Sub-Saharan Africa,Buddhism,0.0
2050,Djibouti,Sub-Saharan Africa,Folk Religions,0.0
2050,Djibouti,Sub-Saharan Africa,Other Religions,0.0
2050,Djibouti,Sub-Saharan Africa,Judaism,0.0
2050,Dominica,Latin America-Caribbean,Christianity,70000.0
2050,Dominica,Latin America-Caribbean,Islam,0.0
2050,Dominica,Latin America-Caribbean,Unaffiliated Religions,0.0
2050,Dominica,Latin America-Caribbean,Hinduism,0.0
2050,Dominica,Latin America-Caribbean,Buddhism,0.0
2050,Dominica,Latin America-Caribbean,Folk Religions,0.0
2050,Dominica,Latin America-Caribbean,Other Religions,0.0
2050,Dominica,Latin America-Caribbean,Judaism,0.0
2050,Dominican Republic,Latin America-Caribbean,Christianity,12080000
2050,Dominican Republic,Latin America-Caribbean,Islam,10000.0
2050,Dominican Republic,Latin America-Caribbean,Unaffiliated Religions,1450000.0
2050,Dominican Republic,Latin America-Caribbean,Hinduism,0.0
2050,Dominican Republic,Latin America-Caribbean,Buddhism,0.0
2050,Dominican Republic,Latin America-Caribbean,Folk Religions,120000.0
2050,Dominican Republic,Latin America-Caribbean,Other Religions,10000.0
2050,Dominican Republic,Latin America-Caribbean,Judaism,0.0
2050,Ecuador,Latin America-Caribbean,Christianity,18780000
2050,Ecuador,Latin America-Caribbean,Islam,20000.0
2050,Ecuador,Latin America-Caribbean,Unaffiliated Religions,1170000.0
2050,Ecuador,Latin America-Caribbean,Hinduism,0.0
2050,Ecuador,Latin America-Caribbean,Buddhism,0.0
2050,Ecuador,Latin America-Caribbean,Folk Religions,60000.0
2050,Ecuador,Latin America-Caribbean,Other Religions,0.0
2050,Ecuador,Latin America-Caribbean,Judaism,0.0
2050,Egypt,Middle East-North Africa,Christianity,4600000.0
2050,Egypt,Middle East-North Africa,Islam,119530000
2050,Egypt,Middle East-North Africa,Unaffiliated Religions,0.0
2050,Egypt,Middle East-North Africa,Hinduism,0.0
2050,Egypt,Middle East-North Africa,Buddhism,0.0
2050,Egypt,Middle East-North Africa,Folk Religions,0.0
2050,Egypt,Middle East-North Africa,Other Religions,0.0
2050,Egypt,Middle East-North Africa,Judaism,0.0
